2025-02-28 11:16:38 - INFO - Log file cleared: logs/audio_dataset.log
2025-02-28 11:16:38 - INFO - Application started - logs cleared
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio_ai_optimized
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio_ai_optimized
2025-02-28 11:16:39 - INFO - Found 1 audio files in audio
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio_split
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio_split/backup
2025-02-28 11:16:39 - INFO - Found 1 audio files in audio
2025-02-28 11:16:50 - INFO - Starting audio optimization process for file: audio/＂Maduro no va a tener el dinero limpio＂： Antonio de la Cruz_129.481kbps.wav
2025-02-28 11:16:50 - INFO - Parameters - Chunk lengths: [10, 20, 30], Overlap lengths: [0, 3, 5], Max duration: 300
2025-02-28 11:16:50 - DEBUG - Directory already exists: audio
2025-02-28 11:16:50 - DEBUG - Directory already exists: audio_ai_optimized
2025-02-28 11:16:50 - DEBUG - Validating audio file path: audio/＂Maduro no va a tener el dinero limpio＂： Antonio de la Cruz_129.481kbps.wav
2025-02-28 11:16:50 - DEBUG - File exists at specified path: audio/＂Maduro no va a tener el dinero limpio＂： Antonio de la Cruz_129.481kbps.wav
2025-02-28 11:16:50 - INFO - Using audio file: audio/＂Maduro no va a tener el dinero limpio＂： Antonio de la Cruz_129.481kbps.wav
2025-02-28 11:16:50 - INFO - Audio loaded successfully - Duration: 708.98s, Channels: 2, Sample rate: 44100Hz, Bit depth: 16 bits
2025-02-28 11:16:50 - INFO - Trimming audio to first 300 seconds
2025-02-28 11:16:50 - INFO - Audio standardized to mono 16kHz 16-bit PCM
2025-02-28 11:16:50 - INFO - Processing 9 valid combinations (skipped 0 invalid combinations)
2025-02-28 11:16:50 - INFO - === COMBINATION 1/9 ===
2025-02-28 11:16:50 - INFO - Chunk length: 10s, Overlap length: 0s
2025-02-28 11:16:50 - INFO - Audio length: 300.00s, Calculated 31 chunks
2025-02-28 11:18:46 - DEBUG - Chunk 22/139: Base: 105.00s-125.00s, With padding: 90.00s-140.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 23/139: Base: 110.00s-130.00s, With padding: 95.00s-145.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 24/139: Base: 115.00s-135.00s, With padding: 100.00s-150.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 25/139: Base: 120.00s-140.00s, With padding: 105.00s-155.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 26/139: Base: 125.00s-145.00s, With padding: 110.00s-160.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 27/139: Base: 130.00s-150.00s, With padding: 115.00s-165.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 28/139: Base: 135.00s-155.00s, With padding: 120.00s-170.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 29/139: Base: 140.00s-160.00s, With padding: 125.00s-175.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 30/139: Base: 145.00s-165.00s, With padding: 130.00s-180.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 31/139: Base: 150.00s-170.00s, With padding: 135.00s-185.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 32/139: Base: 155.00s-175.00s, With padding: 140.00s-190.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 33/139: Base: 160.00s-180.00s, With padding: 145.00s-195.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 34/139: Base: 165.00s-185.00s, With padding: 150.00s-200.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 35/139: Base: 170.00s-190.00s, With padding: 155.00s-205.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 36/139: Base: 175.00s-195.00s, With padding: 160.00s-210.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 37/139: Base: 180.00s-200.00s, With padding: 165.00s-215.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 38/139: Base: 185.00s-205.00s, With padding: 170.00s-220.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 39/139: Base: 190.00s-210.00s, With padding: 175.00s-225.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 40/139: Base: 195.00s-215.00s, With padding: 180.00s-230.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 41/139: Base: 200.00s-220.00s, With padding: 185.00s-235.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 42/139: Base: 205.00s-225.00s, With padding: 190.00s-240.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 43/139: Base: 210.00s-230.00s, With padding: 195.00s-245.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 44/139: Base: 215.00s-235.00s, With padding: 200.00s-250.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 45/139: Base: 220.00s-240.00s, With padding: 205.00s-255.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 46/139: Base: 225.00s-245.00s, With padding: 210.00s-260.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 47/139: Base: 230.00s-250.00s, With padding: 215.00s-265.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 48/139: Base: 235.00s-255.00s, With padding: 220.00s-270.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 49/139: Base: 240.00s-260.00s, With padding: 225.00s-275.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 50/139: Base: 245.00s-265.00s, With padding: 230.00s-280.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 51/139: Base: 250.00s-270.00s, With padding: 235.00s-285.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 52/139: Base: 255.00s-275.00s, With padding: 240.00s-290.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 53/139: Base: 260.00s-280.00s, With padding: 245.00s-295.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 54/139: Base: 265.00s-285.00s, With padding: 250.00s-300.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 55/139: Base: 270.00s-290.00s, With padding: 255.00s-305.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 56/139: Base: 275.00s-295.00s, With padding: 260.00s-310.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 57/139: Base: 280.00s-300.00s, With padding: 265.00s-315.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 58/139: Base: 285.00s-305.00s, With padding: 270.00s-320.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 59/139: Base: 290.00s-310.00s, With padding: 275.00s-325.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 60/139: Base: 295.00s-315.00s, With padding: 280.00s-330.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 61/139: Base: 300.00s-320.00s, With padding: 285.00s-335.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 62/139: Base: 305.00s-325.00s, With padding: 290.00s-340.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 63/139: Base: 310.00s-330.00s, With padding: 295.00s-345.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 64/139: Base: 315.00s-335.00s, With padding: 300.00s-350.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 65/139: Base: 320.00s-340.00s, With padding: 305.00s-355.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 66/139: Base: 325.00s-345.00s, With padding: 310.00s-360.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 67/139: Base: 330.00s-350.00s, With padding: 315.00s-365.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 68/139: Base: 335.00s-355.00s, With padding: 320.00s-370.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 69/139: Base: 340.00s-360.00s, With padding: 325.00s-375.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 70/139: Base: 345.00s-365.00s, With padding: 330.00s-380.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 71/139: Base: 350.00s-370.00s, With padding: 335.00s-385.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 72/139: Base: 355.00s-375.00s, With padding: 340.00s-390.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 73/139: Base: 360.00s-380.00s, With padding: 345.00s-395.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 74/139: Base: 365.00s-385.00s, With padding: 350.00s-400.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 75/139: Base: 370.00s-390.00s, With padding: 355.00s-405.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 76/139: Base: 375.00s-395.00s, With padding: 360.00s-410.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 77/139: Base: 380.00s-400.00s, With padding: 365.00s-415.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 78/139: Base: 385.00s-405.00s, With padding: 370.00s-420.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 79/139: Base: 390.00s-410.00s, With padding: 375.00s-425.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 80/139: Base: 395.00s-415.00s, With padding: 380.00s-430.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 81/139: Base: 400.00s-420.00s, With padding: 385.00s-435.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 82/139: Base: 405.00s-425.00s, With padding: 390.00s-440.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 83/139: Base: 410.00s-430.00s, With padding: 395.00s-445.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 84/139: Base: 415.00s-435.00s, With padding: 400.00s-450.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 85/139: Base: 420.00s-440.00s, With padding: 405.00s-455.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 86/139: Base: 425.00s-445.00s, With padding: 410.00s-460.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 87/139: Base: 430.00s-450.00s, With padding: 415.00s-465.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 88/139: Base: 435.00s-455.00s, With padding: 420.00s-470.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 89/139: Base: 440.00s-460.00s, With padding: 425.00s-475.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 90/139: Base: 445.00s-465.00s, With padding: 430.00s-480.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 91/139: Base: 450.00s-470.00s, With padding: 435.00s-485.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 92/139: Base: 455.00s-475.00s, With padding: 440.00s-490.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 93/139: Base: 460.00s-480.00s, With padding: 445.00s-495.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 94/139: Base: 465.00s-485.00s, With padding: 450.00s-500.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 95/139: Base: 470.00s-490.00s, With padding: 455.00s-505.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 96/139: Base: 475.00s-495.00s, With padding: 460.00s-510.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 97/139: Base: 480.00s-500.00s, With padding: 465.00s-515.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 98/139: Base: 485.00s-505.00s, With padding: 470.00s-520.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 99/139: Base: 490.00s-510.00s, With padding: 475.00s-525.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 100/139: Base: 495.00s-515.00s, With padding: 480.00s-530.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 101/139: Base: 500.00s-520.00s, With padding: 485.00s-535.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 102/139: Base: 505.00s-525.00s, With padding: 490.00s-540.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 103/139: Base: 510.00s-530.00s, With padding: 495.00s-545.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 104/139: Base: 515.00s-535.00s, With padding: 500.00s-550.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 105/139: Base: 520.00s-540.00s, With padding: 505.00s-555.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 106/139: Base: 525.00s-545.00s, With padding: 510.00s-560.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 107/139: Base: 530.00s-550.00s, With padding: 515.00s-565.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 108/139: Base: 535.00s-555.00s, With padding: 520.00s-570.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 109/139: Base: 540.00s-560.00s, With padding: 525.00s-575.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 110/139: Base: 545.00s-565.00s, With padding: 530.00s-580.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 111/139: Base: 550.00s-570.00s, With padding: 535.00s-585.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 112/139: Base: 555.00s-575.00s, With padding: 540.00s-590.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 113/139: Base: 560.00s-580.00s, With padding: 545.00s-595.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 114/139: Base: 565.00s-585.00s, With padding: 550.00s-600.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 115/139: Base: 570.00s-590.00s, With padding: 555.00s-605.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 116/139: Base: 575.00s-595.00s, With padding: 560.00s-610.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 117/139: Base: 580.00s-600.00s, With padding: 565.00s-615.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 118/139: Base: 585.00s-605.00s, With padding: 570.00s-620.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 119/139: Base: 590.00s-610.00s, With padding: 575.00s-625.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 120/139: Base: 595.00s-615.00s, With padding: 580.00s-630.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 121/139: Base: 600.00s-620.00s, With padding: 585.00s-635.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 122/139: Base: 605.00s-625.00s, With padding: 590.00s-640.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 123/139: Base: 610.00s-630.00s, With padding: 595.00s-645.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 124/139: Base: 615.00s-635.00s, With padding: 600.00s-650.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 125/139: Base: 620.00s-640.00s, With padding: 605.00s-655.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 126/139: Base: 625.00s-645.00s, With padding: 610.00s-660.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 127/139: Base: 630.00s-650.00s, With padding: 615.00s-665.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 128/139: Base: 635.00s-655.00s, With padding: 620.00s-670.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 129/139: Base: 640.00s-660.00s, With padding: 625.00s-675.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 130/139: Base: 645.00s-665.00s, With padding: 630.00s-680.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 131/139: Base: 650.00s-670.00s, With padding: 635.00s-685.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 132/139: Base: 655.00s-675.00s, With padding: 640.00s-690.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 133/139: Base: 660.00s-680.00s, With padding: 645.00s-695.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 134/139: Base: 665.00s-685.00s, With padding: 650.00s-700.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 135/139: Base: 670.00s-690.00s, With padding: 655.00s-705.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 136/139: Base: 675.00s-695.00s, With padding: 660.00s-708.98s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 137/139: Base: 680.00s-700.00s, With padding: 665.00s-708.98s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 138/139: Base: 685.00s-705.00s, With padding: 670.00s-708.98s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 139/139: Base: 690.00s-708.98s, With padding: 675.00s-708.98s (Padding before: 15.00s, after: 0.00s)
2025-02-28 11:18:46 - INFO - Successfully created 139 chunk files for combination: chunk20s_overlap15s
2025-02-28 11:18:46 - INFO - === COMBINATION 16/43 ===
2025-02-28 11:18:46 - INFO - Chunk length: 30s, Overlap length: 0s
2025-02-28 11:18:46 - INFO - Audio length: 708.98s, Calculated 24 chunks
2025-02-28 11:18:46 - DEBUG - Chunk 1/24: Base: 0.00s-30.00s, With padding: 0.00s-30.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 2/24: Base: 30.00s-60.00s, With padding: 30.00s-60.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 3/24: Base: 60.00s-90.00s, With padding: 60.00s-90.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 4/24: Base: 90.00s-120.00s, With padding: 90.00s-120.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 5/24: Base: 120.00s-150.00s, With padding: 120.00s-150.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 6/24: Base: 150.00s-180.00s, With padding: 150.00s-180.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 7/24: Base: 180.00s-210.00s, With padding: 180.00s-210.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 8/24: Base: 210.00s-240.00s, With padding: 210.00s-240.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 9/24: Base: 240.00s-270.00s, With padding: 240.00s-270.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 10/24: Base: 270.00s-300.00s, With padding: 270.00s-300.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 11/24: Base: 300.00s-330.00s, With padding: 300.00s-330.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 12/24: Base: 330.00s-360.00s, With padding: 330.00s-360.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 13/24: Base: 360.00s-390.00s, With padding: 360.00s-390.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 14/24: Base: 390.00s-420.00s, With padding: 390.00s-420.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 15/24: Base: 420.00s-450.00s, With padding: 420.00s-450.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 16/24: Base: 450.00s-480.00s, With padding: 450.00s-480.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 17/24: Base: 480.00s-510.00s, With padding: 480.00s-510.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 18/24: Base: 510.00s-540.00s, With padding: 510.00s-540.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 19/24: Base: 540.00s-570.00s, With padding: 540.00s-570.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 20/24: Base: 570.00s-600.00s, With padding: 570.00s-600.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 21/24: Base: 600.00s-630.00s, With padding: 600.00s-630.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 22/24: Base: 630.00s-660.00s, With padding: 630.00s-660.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 23/24: Base: 660.00s-690.00s, With padding: 660.00s-690.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 24/24: Base: 690.00s-708.98s, With padding: 690.00s-708.98s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:18:46 - INFO - Successfully created 24 chunk files for combination: chunk30s_overlap0s
2025-02-28 11:18:46 - INFO - === COMBINATION 17/43 ===
2025-02-28 11:18:46 - INFO - Chunk length: 30s, Overlap length: 1s
2025-02-28 11:18:46 - INFO - Audio length: 708.98s, Calculated 25 chunks
2025-02-28 11:18:46 - DEBUG - Chunk 1/25: Base: 0.00s-30.00s, With padding: 0.00s-31.00s (Padding before: 0.00s, after: 1.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 2/25: Base: 29.00s-59.00s, With padding: 28.00s-60.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 3/25: Base: 58.00s-88.00s, With padding: 57.00s-89.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 4/25: Base: 87.00s-117.00s, With padding: 86.00s-118.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 5/25: Base: 116.00s-146.00s, With padding: 115.00s-147.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 6/25: Base: 145.00s-175.00s, With padding: 144.00s-176.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 7/25: Base: 174.00s-204.00s, With padding: 173.00s-205.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 8/25: Base: 203.00s-233.00s, With padding: 202.00s-234.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 9/25: Base: 232.00s-262.00s, With padding: 231.00s-263.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 10/25: Base: 261.00s-291.00s, With padding: 260.00s-292.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 11/25: Base: 290.00s-320.00s, With padding: 289.00s-321.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 12/25: Base: 319.00s-349.00s, With padding: 318.00s-350.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 13/25: Base: 348.00s-378.00s, With padding: 347.00s-379.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 14/25: Base: 377.00s-407.00s, With padding: 376.00s-408.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 15/25: Base: 406.00s-436.00s, With padding: 405.00s-437.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 16/25: Base: 435.00s-465.00s, With padding: 434.00s-466.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 17/25: Base: 464.00s-494.00s, With padding: 463.00s-495.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 18/25: Base: 493.00s-523.00s, With padding: 492.00s-524.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 19/25: Base: 522.00s-552.00s, With padding: 521.00s-553.00s (Padding before: 1.00s, after: 1.00s)
